InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Cancelled,ProductCategory,TotalPrice,Year,Month,Day,Hour,Weekend,ExpenseCategory
C540097,21843,RED RETROSPOT CAKE STAND,6.0,2011-01-04 15:46:00,10.95,15373,United Kingdom,True,Kitchen,65.69999999999999,2011,1,4,15,False,Medium
C540109,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,100.0,2011-01-04 17:12:00,2.95,17389,United Kingdom,True,Other,442.5,2011,1,4,17,False,High
C540112,21735,TWO DOOR CURIO CABINET,18.0,2011-01-04 17:14:00,10.95,15973,United Kingdom,True,Other,197.1,2011,1,4,17,False,High
C540117,AMAZONFEE,AMAZON FEE,1.0,2011-01-05 09:55:00,18.0,,United Kingdom,True,Other,16888.02,2011,1,5,9,False,High
C540118,AMAZONFEE,AMAZON FEE,1.0,2011-01-05 09:57:00,18.0,,United Kingdom,True,Other,16453.71,2011,1,5,9,False,High
C540129,22352,LUNCH BOX WITH CUTLERY RETROSPOT,3.0,2011-01-05 10:46:00,2.55,12578,Italy,True,Kitchen,7.6499999999999995,2011,1,5,10,False,Low
C540142,22667,RECIPE BOX RETROSPOT,2.0,2011-01-05 10:50:00,2.95,12782,Portugal,True,Other,5.9,2011,1,5,10,False,Low
C540142,22666,RECIPE BOX PANTRY YELLOW DESIGN,1.0,2011-01-05 10:50:00,2.95,12782,Portugal,True,Other,2.95,2011,1,5,10,False,Low
C540142,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1.0,2011-01-05 10:50:00,3.75,12782,Portugal,True,Decor,3.75,2011,1,5,10,False,Low
C540142,22960,JAM MAKING SET WITH JARS,12.0,2011-01-05 10:50:00,3.75,12782,Portugal,True,Decor,45.0,2011,1,5,10,False,Medium
C540151,21843,RED RETROSPOT CAKE STAND,1.0,2011-01-05 11:13:00,10.95,12494,France,True,Kitchen,10.95,2011,1,5,11,False,Medium
C540152,22666,RECIPE BOX PANTRY YELLOW DESIGN,1.0,2011-01-05 11:21:00,2.95,12395,Belgium,True,Other,2.95,2011,1,5,11,False,Low
C540155,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,100.0,2011-01-05 11:31:00,3.81,,Bahrain,True,Other,205.74,2011,1,5,11,False,High
C540156,21843,RED RETROSPOT CAKE STAND,1.0,2011-01-05 11:36:00,10.95,12683,France,True,Kitchen,10.95,2011,1,5,11,False,Medium
C540158,22968,ROSE COTTAGE KEEPSAKE BOX,2.0,2011-01-05 11:42:00,9.95,12471,Germany,True,Other,19.9,2011,1,5,11,False,Medium
C540158,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2.0,2011-01-05 11:42:00,2.1,12471,Germany,True,Decor,4.2,2011,1,5,11,False,Low
C540158,22962,JAM JAR WITH PINK LID,17.0,2011-01-05 11:42:00,0.85,12471,Germany,True,Other,14.45,2011,1,5,11,False,Medium
C540158,22961,JAM MAKING SET PRINTED,2.0,2011-01-05 11:42:00,1.45,12471,Germany,True,Decor,2.9,2011,1,5,11,False,Low
C540158,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,5.0,2011-01-05 11:42:00,0.85,12471,Germany,True,Other,4.25,2011,1,5,11,False,Low
C540158,22728,ALARM CLOCK BAKELIKE PINK,4.0,2011-01-05 11:42:00,3.75,12471,Germany,True,Other,15.0,2011,1,5,11,False,Medium
C540158,22649,STRAWBERRY FAIRY CAKE TEAPOT,2.0,2011-01-05 11:42:00,4.95,12471,Germany,True,Kitchen,9.9,2011,1,5,11,False,Low
C540158,22423,REGENCY CAKESTAND 3 TIER,2.0,2011-01-05 11:42:00,10.95,12471,Germany,True,Kitchen,21.9,2011,1,5,11,False,Medium
C540164,85049A,TRADITIONAL CHRISTMAS RIBBONS,12.0,2011-01-05 12:02:00,1.25,14911,EIRE,True,Decor,15.0,2011,1,5,12,False,Medium
C540164,84508B,STRIPES DESIGN TEDDY,6.0,2011-01-05 12:02:00,2.55,14911,EIRE,True,Other,15.299999999999999,2011,1,5,12,False,Medium
C540164,72815,3 WICK CHRISTMAS BRIAR CANDLE,4.0,2011-01-05 12:02:00,3.75,14911,EIRE,True,Decor,15.0,2011,1,5,12,False,Medium
C540164,22034,ROBIN CHRISTMAS CARD,12.0,2011-01-05 12:02:00,0.42,14911,EIRE,True,Decor,5.04,2011,1,5,12,False,Low
C540164,21144,PINK POODLE HANGING DECORATION,12.0,2011-01-05 12:02:00,0.38,14911,EIRE,True,Decor,4.5600000000000005,2011,1,5,12,False,Low
C540164,21412,VINTAGE GOLD TINSEL REEL,6.0,2011-01-05 12:02:00,0.42,14911,EIRE,True,Other,2.52,2011,1,5,12,False,Low
C540164,21351,CINAMMON & ORANGE WREATH,2.0,2011-01-05 12:02:00,6.75,14911,EIRE,True,Other,13.5,2011,1,5,12,False,Medium
C540164,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6.0,2011-01-05 12:02:00,2.95,14911,EIRE,True,Decor,17.700000000000003,2011,1,5,12,False,Medium
C540164,C2,CARRIAGE,1.0,2011-01-05 12:02:00,18.0,14911,EIRE,True,Other,50.0,2011,1,5,12,False,Medium
C540164,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6.0,2011-01-05 12:02:00,2.55,14911,EIRE,True,Other,15.299999999999999,2011,1,5,12,False,Medium
C540164,72741,GRAND CHOCOLATECANDLE,9.0,2011-01-05 12:02:00,1.45,14911,EIRE,True,Other,13.049999999999999,2011,1,5,12,False,Medium
C540164,35400,WOODEN BOX ADVENT CALENDAR,2.0,2011-01-05 12:02:00,8.95,14911,EIRE,True,Other,17.9,2011,1,5,12,False,Medium
C540164,22939,APRON APPLE DELIGHT,2.0,2011-01-05 12:02:00,4.95,14911,EIRE,True,Other,9.9,2011,1,5,12,False,Low
C540164,22897,OVEN MITT APPLES DESIGN,10.0,2011-01-05 12:02:00,1.45,14911,EIRE,True,Other,14.5,2011,1,5,12,False,Medium
C540164,22246,MAGIC GARDEN FELT GARLAND,12.0,2011-01-05 12:02:00,1.95,14911,EIRE,True,Other,23.4,2011,1,5,12,False,Medium
C540165,84817,DANISH ROSE DECORATIVE PLATE,1.0,2011-01-05 12:05:00,2.1,18109,United Kingdom,True,Other,2.1,2011,1,5,12,False,Low
C540165,85066,CREAM SWEETHEART MINI CHEST,1.0,2011-01-05 12:05:00,12.75,18109,United Kingdom,True,Decor,12.75,2011,1,5,12,False,Medium
C540165,82486,WOOD S/3 CABINET ANT WHITE FINISH,1.0,2011-01-05 12:05:00,7.95,18109,United Kingdom,True,Other,7.95,2011,1,5,12,False,Low
C540171,D,DISCOUNT,1.0,2011-01-05 12:26:00,18.0,14527,United Kingdom,True,Other,22.97,2011,1,5,12,False,Medium
C540177,22781,GUMBALL MAGAZINE RACK,4.0,2011-01-05 12:42:00,7.65,16316,United Kingdom,True,Other,30.6,2011,1,5,12,False,Medium
C540243,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,1.0,2011-01-05 15:32:00,0.85,12585,Germany,True,Decor,0.85,2011,1,5,15,False,Low
C540243,22091,EMPIRE TISSUE BOX,7.0,2011-01-05 15:32:00,1.25,12585,Germany,True,Other,8.75,2011,1,5,15,False,Low
C540243,22316,200 BENDY SKULL STRAWS,1.0,2011-01-05 15:32:00,1.25,12585,Germany,True,Other,1.25,2011,1,5,15,False,Low
C540243,22638,SET OF 4 NAPKIN CHARMS CROWNS,1.0,2011-01-05 15:32:00,2.55,12585,Germany,True,Decor,2.55,2011,1,5,15,False,Low
C540243,22558,CLOTHES PEGS RETROSPOT PACK 24,1.0,2011-01-05 15:32:00,1.49,12585,Germany,True,Other,1.49,2011,1,5,15,False,Low
C540243,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,5.0,2011-01-05 15:32:00,0.85,12585,Germany,True,Other,4.25,2011,1,5,15,False,Low
C540243,22778,GLASS CLOCHE SMALL,1.0,2011-01-05 15:32:00,3.95,12585,Germany,True,Other,3.95,2011,1,5,15,False,Low
C540243,22777,GLASS CLOCHE LARGE,2.0,2011-01-05 15:32:00,8.5,12585,Germany,True,Other,17.0,2011,1,5,15,False,Medium
C540243,22606,WOODEN SKITTLES GARDEN SET,1.0,2011-01-05 15:32:00,15.95,12585,Germany,True,Decor,15.95,2011,1,5,15,False,Medium
C540244,71459,HANGING JAM JAR T-LIGHT HOLDER,1.0,2011-01-05 15:40:00,0.85,17213,United Kingdom,True,Other,0.85,2011,1,5,15,False,Low
C540244,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2011-01-05 15:40:00,2.95,17213,United Kingdom,True,Decor,2.95,2011,1,5,15,False,Low
C540246,22423,REGENCY CAKESTAND 3 TIER,1.0,2011-01-05 15:43:00,12.75,13081,United Kingdom,True,Kitchen,12.75,2011,1,5,15,False,Medium
C540246,22632,HAND WARMER RED RETROSPOT,1.0,2011-01-05 15:43:00,1.85,13081,United Kingdom,True,Other,1.85,2011,1,5,15,False,Low
C540246,35598D,PINK/WHITE CHRISTMAS TREE 60CM,1.0,2011-01-05 15:43:00,0.65,13081,United Kingdom,True,Decor,0.65,2011,1,5,15,False,Low
C540246,35400,WOODEN BOX ADVENT CALENDAR,1.0,2011-01-05 15:43:00,8.95,13081,United Kingdom,True,Other,8.95,2011,1,5,15,False,Low
C540246,21733,RED HANGING HEART T-LIGHT HOLDER,1.0,2011-01-05 15:43:00,2.55,13081,United Kingdom,True,Decor,2.55,2011,1,5,15,False,Low
C540246,79320,FLAMINGO LIGHTS,1.0,2011-01-05 15:43:00,4.95,13081,United Kingdom,True,Other,4.95,2011,1,5,15,False,Low
C540246,22942,CHRISTMAS LIGHTS 10 SANTAS,1.0,2011-01-05 15:43:00,8.5,13081,United Kingdom,True,Decor,8.5,2011,1,5,15,False,Low
C540246,22201,FRYING PAN BLUE POLKADOT,1.0,2011-01-05 15:43:00,4.25,13081,United Kingdom,True,Other,4.25,2011,1,5,15,False,Low
C540246,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1.0,2011-01-05 15:43:00,1.65,13081,United Kingdom,True,Other,1.65,2011,1,5,15,False,Low
C540246,21232,STRAWBERRY CERAMIC TRINKET BOX,1.0,2011-01-05 15:43:00,1.25,13081,United Kingdom,True,Other,1.25,2011,1,5,15,False,Low
C540246,84006,MAGIC TREE -PAPER FLOWERS,1.0,2011-01-05 15:43:00,0.85,13081,United Kingdom,True,Other,0.85,2011,1,5,15,False,Low
C540246,22198,LARGE POPCORN HOLDER,1.0,2011-01-05 15:43:00,1.65,13081,United Kingdom,True,Other,1.65,2011,1,5,15,False,Low
C540246,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1.0,2011-01-05 15:43:00,2.55,13081,United Kingdom,True,Kitchen,2.55,2011,1,5,15,False,Low
C540246,85042,ANTIQUE LILY FAIRY LIGHTS,2.0,2011-01-05 15:43:00,4.95,13081,United Kingdom,True,Other,9.9,2011,1,5,15,False,Low
C540246,22834,HAND WARMER BABUSHKA DESIGN,1.0,2011-01-05 15:43:00,1.85,13081,United Kingdom,True,Other,1.85,2011,1,5,15,False,Low
C540250,79321,CHILLI LIGHTS,1.0,2011-01-05 16:02:00,4.25,17511,United Kingdom,True,Other,4.25,2011,1,5,16,False,Low
C540250,22617,BAKING SET SPACEBOY DESIGN,2.0,2011-01-05 16:02:00,4.25,17511,United Kingdom,True,Decor,8.5,2011,1,5,16,False,Low
C540250,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.0,2011-01-05 16:02:00,1.65,17511,United Kingdom,True,Other,1.65,2011,1,5,16,False,Low
C540250,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1.0,2011-01-05 16:02:00,1.65,17511,United Kingdom,True,Accessories,1.65,2011,1,5,16,False,Low
C540250,22942,CHRISTMAS LIGHTS 10 SANTAS,1.0,2011-01-05 16:02:00,8.5,17511,United Kingdom,True,Decor,8.5,2011,1,5,16,False,Low
C540250,22198,LARGE POPCORN HOLDER,2.0,2011-01-05 16:02:00,1.45,17511,United Kingdom,True,Other,2.9,2011,1,5,16,False,Low
C540250,85099F,JUMBO BAG STRAWBERRY,1.0,2011-01-05 16:02:00,1.65,17511,United Kingdom,True,Accessories,1.65,2011,1,5,16,False,Low
C540250,22941,CHRISTMAS LIGHTS 10 REINDEER,1.0,2011-01-05 16:02:00,8.5,17511,United Kingdom,True,Decor,8.5,2011,1,5,16,False,Low
C540266,M,MANUAL,1.0,2011-01-06 11:05:00,18.0,,United Kingdom,True,Other,458.29,2011,1,6,11,False,High
C540266,POST,POSTAGE,1.0,2011-01-06 11:05:00,18.0,,United Kingdom,True,Other,35.09,2011,1,6,11,False,Medium
C540270,20725,LUNCH BAG RED RETROSPOT,1.0,2011-01-06 11:40:00,1.45,14680,United Kingdom,True,Kitchen,1.45,2011,1,6,11,False,Low
C540270,22667,RECIPE BOX RETROSPOT,1.0,2011-01-06 11:40:00,2.55,14680,United Kingdom,True,Other,2.55,2011,1,6,11,False,Low
C540270,22197,SMALL POPCORN HOLDER,3.0,2011-01-06 11:40:00,0.85,14680,United Kingdom,True,Other,2.55,2011,1,6,11,False,Low
C540270,21258,VICTORIAN SEWING BOX LARGE,3.0,2011-01-06 11:40:00,10.95,14680,United Kingdom,True,Other,32.849999999999994,2011,1,6,11,False,Medium
C540271,M,MANUAL,1.0,2011-01-06 11:51:00,18.0,12503,Spain,True,Other,1126.0,2011,1,6,11,False,High
C540307,22107,PIZZA PLATE IN BOX,8.0,2011-01-06 12:58:00,3.75,15823,United Kingdom,True,Other,30.0,2011,1,6,12,False,Medium
C540307,22109,FULL ENGLISH BREAKFAST PLATE,24.0,2011-01-06 12:58:00,3.39,15823,United Kingdom,True,Other,81.36,2011,1,6,12,False,Medium
C540307,22303,COFFEE MUG APPLES DESIGN,18.0,2011-01-06 12:58:00,2.55,15823,United Kingdom,True,Other,45.9,2011,1,6,12,False,Medium
C540307,21533,RETROSPOT LARGE MILK JUG,6.0,2011-01-06 12:58:00,4.95,15823,United Kingdom,True,Other,29.700000000000003,2011,1,6,12,False,Medium
C540307,21537,RED RETROSPOT PUDDING BOWL,100.0,2011-01-06 12:58:00,3.75,15823,United Kingdom,True,Other,180.0,2011,1,6,12,False,High
C540307,22094,RED RETROSPOT TISSUE BOX,12.0,2011-01-06 12:58:00,1.25,15823,United Kingdom,True,Other,15.0,2011,1,6,12,False,Medium
C540307,22093,MOTORING TISSUE BOX,12.0,2011-01-06 12:58:00,1.25,15823,United Kingdom,True,Other,15.0,2011,1,6,12,False,Medium
C540307,22212,FOUR HOOK  WHITE LOVEBIRDS,12.0,2011-01-06 12:58:00,2.1,15823,United Kingdom,True,Other,25.200000000000003,2011,1,6,12,False,Medium
C540307,22113,GREY HEART HOT WATER BOTTLE,12.0,2011-01-06 12:58:00,3.75,15823,United Kingdom,True,Decor,45.0,2011,1,6,12,False,Medium
C540307,22083,PAPER CHAIN KIT RETROSPOT,100.0,2011-01-06 12:58:00,2.95,15823,United Kingdom,True,Other,106.2,2011,1,6,12,False,High
C540307,22084,PAPER CHAIN KIT EMPIRE,100.0,2011-01-06 12:58:00,2.95,15823,United Kingdom,True,Other,106.2,2011,1,6,12,False,High
C540307,85014A,BLACK/BLUE POLKADOT UMBRELLA,6.0,2011-01-06 12:58:00,5.95,15823,United Kingdom,True,Other,35.7,2011,1,6,12,False,Medium
C540307,79323B,BLACK CHERRY LIGHTS,4.0,2011-01-06 12:58:00,6.75,15823,United Kingdom,True,Other,27.0,2011,1,6,12,False,Medium
C540307,M,MANUAL,2.0,2011-01-06 12:58:00,18.0,15823,United Kingdom,True,Other,43.9,2011,1,6,12,False,Medium
C540307,21644,ASSORTED TUTTI FRUTTI HEART BOX,24.0,2011-01-06 12:58:00,1.25,15823,United Kingdom,True,Decor,30.0,2011,1,6,12,False,Medium
C540307,21645,ASSORTED TUTTI FRUTTI ROUND BOX,24.0,2011-01-06 12:58:00,1.65,15823,United Kingdom,True,Other,39.599999999999994,2011,1,6,12,False,Medium
C540346,22077,6 RIBBONS RUSTIC CHARM,4.0,2011-01-06 13:41:00,1.65,12471,Germany,True,Other,6.6,2011,1,6,13,False,Low
C540347,22191,IVORY DINER WALL CLOCK,6.0,2011-01-06 13:56:00,8.5,16424,United Kingdom,True,Other,51.0,2011,1,6,13,False,Medium
C540360,84985A,SET OF 72 GREEN PAPER DOILIES,5.0,2011-01-06 15:35:00,1.45,18041,United Kingdom,True,Decor,7.25,2011,1,6,15,False,Low
C540360,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4.0,2011-01-06 15:35:00,3.75,18041,United Kingdom,True,Decor,15.0,2011,1,6,15,False,Medium
C540366,20719,WOODLAND CHARLOTTE BAG,100.0,2011-01-06 16:14:00,0.72,15061,United Kingdom,True,Accessories,21.599999999999998,2011,1,6,16,False,Medium
C540367,POST,POSTAGE,3.0,2011-01-06 16:17:00,18.0,12413,France,True,Other,54.0,2011,1,6,16,False,Medium
C540376,22623,BOX OF VINTAGE JIGSAW BLOCKS,1.0,2011-01-06 17:27:00,4.95,13488,United Kingdom,True,Other,4.95,2011,1,6,17,False,Low
C540377,21911,GARDEN METAL SIGN,12.0,2011-01-06 17:31:00,1.65,16656,United Kingdom,True,Other,19.799999999999997,2011,1,6,17,False,Medium
C540377,21259,VICTORIAN SEWING BOX SMALL,3.0,2011-01-06 17:31:00,4.95,16656,United Kingdom,True,Other,14.850000000000001,2011,1,6,17,False,Medium
C540378,21445,12 PINK ROSE PEG PLACE SETTINGS,4.0,2011-01-06 17:32:00,1.25,13715,United Kingdom,True,Decor,5.0,2011,1,6,17,False,Low
C540379,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,2.0,2011-01-06 17:34:00,3.75,15101,United Kingdom,True,Other,7.5,2011,1,6,17,False,Low
C540380,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,7.0,2011-01-06 17:36:00,0.85,16094,United Kingdom,True,Other,5.95,2011,1,6,17,False,Low
C540380,71053,WHITE METAL LANTERN,5.0,2011-01-06 17:36:00,3.75,16094,United Kingdom,True,Lighting,18.75,2011,1,6,17,False,Medium
C540381,22962,JAM JAR WITH PINK LID,1.0,2011-01-06 17:37:00,0.72,16705,United Kingdom,True,Other,0.72,2011,1,6,17,False,Low
C540382,21868,POTTING SHED TEA MUG,4.0,2011-01-06 17:38:00,1.25,12957,United Kingdom,True,Kitchen,5.0,2011,1,6,17,False,Low
C540382,84949,SILVER HANGING T-LIGHT HOLDER,1.0,2011-01-06 17:38:00,1.65,12957,United Kingdom,True,Other,1.65,2011,1,6,17,False,Low
C540384,22384,LUNCH BAG PINK POLKADOT,1.0,2011-01-06 17:48:00,1.65,14961,United Kingdom,True,Kitchen,1.65,2011,1,6,17,False,Low
C540384,22198,LARGE POPCORN HOLDER,5.0,2011-01-06 17:48:00,1.65,14961,United Kingdom,True,Other,8.25,2011,1,6,17,False,Low
C540384,22795,SWEETHEART RECIPE BOOK STAND,1.0,2011-01-06 17:48:00,6.75,14961,United Kingdom,True,Decor,6.75,2011,1,6,17,False,Low
C540385,21843,RED RETROSPOT CAKE STAND,1.0,2011-01-06 17:52:00,10.95,14426,United Kingdom,True,Kitchen,10.95,2011,1,6,17,False,Medium
C540386,22060,LARGE CAKE STAND HANGING HEARTS,1.0,2011-01-06 17:57:00,9.95,12417,Belgium,True,Decor,9.95,2011,1,6,17,False,Low
C540386,22666,RECIPE BOX PANTRY YELLOW DESIGN,1.0,2011-01-06 17:57:00,2.95,12417,Belgium,True,Other,2.95,2011,1,6,17,False,Low
C540386,22845,VINTAGE CREAM CAT FOOD CONTAINER,3.0,2011-01-06 17:57:00,6.35,12417,Belgium,True,Other,19.049999999999997,2011,1,6,17,False,Medium
C540388,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1.0,2011-01-06 17:59:00,7.95,13115,United Kingdom,True,Decor,7.95,2011,1,6,17,False,Low
C540389,20752,BLUE POLKADOT WASHING UP GLOVES,1.0,2011-01-06 18:00:00,2.1,14426,United Kingdom,True,Other,2.1,2011,1,6,18,False,Low
C540390,22701,PINK DOG BOWL,2.0,2011-01-06 18:01:00,2.95,16191,United Kingdom,True,Other,5.9,2011,1,6,18,False,Low
C540390,22700,BLACK AND WHITE DOG BOWL,3.0,2011-01-06 18:01:00,2.95,16191,United Kingdom,True,Other,8.850000000000001,2011,1,6,18,False,Low
C540391,22274,FELTCRAFT DOLL EMILY,1.0,2011-01-06 18:02:00,2.95,13047,United Kingdom,True,Other,2.95,2011,1,6,18,False,Low
C540392,21155,RED RETROSPOT PEG BAG,1.0,2011-01-06 18:06:00,2.1,12753,Japan,True,Accessories,2.1,2011,1,6,18,False,Low
C540392,22244,3 HOOK HANGER MAGIC GARDEN,1.0,2011-01-06 18:06:00,1.95,12753,Japan,True,Home,1.95,2011,1,6,18,False,Low
C540392,22088,PAPER BUNTING COLOURED LACE,100.0,2011-01-06 18:06:00,2.55,12753,Japan,True,Other,102.0,2011,1,6,18,False,High
C540392,22567,20 DOLLY PEGS RETROSPOT,3.0,2011-01-06 18:06:00,1.25,12753,Japan,True,Other,3.75,2011,1,6,18,False,Low
C540393,21843,RED RETROSPOT CAKE STAND,1.0,2011-01-06 18:08:00,10.95,17428,United Kingdom,True,Kitchen,10.95,2011,1,6,18,False,Medium
C540393,22699,ROSES REGENCY TEACUP AND SAUCER,4.0,2011-01-06 18:08:00,2.95,17428,United Kingdom,True,Kitchen,11.8,2011,1,6,18,False,Medium
C540393,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1.0,2011-01-06 18:08:00,3.25,17428,United Kingdom,True,Other,3.25,2011,1,6,18,False,Low
C540393,85042,ANTIQUE LILY FAIRY LIGHTS,1.0,2011-01-06 18:08:00,4.95,17428,United Kingdom,True,Other,4.95,2011,1,6,18,False,Low
C540393,22457,NATURAL SLATE HEART CHALKBOARD,1.0,2011-01-06 18:08:00,2.95,17428,United Kingdom,True,Decor,2.95,2011,1,6,18,False,Low
C540394,22649,STRAWBERRY FAIRY CAKE TEAPOT,1.0,2011-01-06 18:09:00,4.95,17696,United Kingdom,True,Kitchen,4.95,2011,1,6,18,False,Low
C540398,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2.0,2011-01-07 09:21:00,4.65,14047,United Kingdom,True,Home,9.3,2011,1,7,9,False,Low
C540400,22768,FAMILY PHOTO FRAME CORNICE,4.0,2011-01-07 09:25:00,9.95,16150,United Kingdom,True,Other,39.8,2011,1,7,9,False,Medium
C540400,22766,PHOTO FRAME CORNICE,3.0,2011-01-07 09:25:00,2.95,16150,United Kingdom,True,Other,8.850000000000001,2011,1,7,9,False,Low
C540400,22469,HEART OF WICKER SMALL,1.0,2011-01-07 09:25:00,1.65,16150,United Kingdom,True,Decor,1.65,2011,1,7,9,False,Low
C540400,21260,FIRST AID TIN,3.0,2011-01-07 09:25:00,3.25,16150,United Kingdom,True,Other,9.75,2011,1,7,9,False,Low
C540403,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2011-01-07 09:32:00,2.55,17230,United Kingdom,True,Decor,2.55,2011,1,7,9,False,Low
C540417,79321,CHILLI LIGHTS,100.0,2011-01-07 10:56:00,4.25,13680,United Kingdom,True,Other,306.0,2011,1,7,10,False,High
C540417,47566B,TEA TIME PARTY BUNTING,100.0,2011-01-07 10:56:00,3.75,13680,United Kingdom,True,Kitchen,187.5,2011,1,7,10,False,High
C540417,22628,PICNIC BOXES SET OF 3 RETROSPOT,4.0,2011-01-07 10:56:00,4.95,13680,United Kingdom,True,Decor,19.8,2011,1,7,10,False,Medium
C540417,22386,JUMBO BAG PINK POLKADOT,20.0,2011-01-07 10:56:00,1.95,13680,United Kingdom,True,Accessories,39.0,2011,1,7,10,False,Medium
C540417,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6.0,2011-01-07 10:56:00,2.55,13680,United Kingdom,True,Kitchen,15.299999999999999,2011,1,7,10,False,Medium
C540417,22328,ROUND SNACK BOXES SET OF 4 FRUITS,5.0,2011-01-07 10:56:00,2.95,13680,United Kingdom,True,Decor,14.75,2011,1,7,10,False,Medium
C540417,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6.0,2011-01-07 10:56:00,2.95,13680,United Kingdom,True,Decor,17.700000000000003,2011,1,7,10,False,Medium
C540417,22197,SMALL POPCORN HOLDER,10.0,2011-01-07 10:56:00,0.85,13680,United Kingdom,True,Other,8.5,2011,1,7,10,False,Low
C540417,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24.0,2011-01-07 10:56:00,3.39,13680,United Kingdom,True,Decor,81.36,2011,1,7,10,False,Medium
C540417,20728,LUNCH BAG CARS BLUE,100.0,2011-01-07 10:56:00,1.65,13680,United Kingdom,True,Kitchen,49.5,2011,1,7,10,False,Medium
C540417,20727,LUNCH BAG  BLACK SKULL.,100.0,2011-01-07 10:56:00,1.65,13680,United Kingdom,True,Kitchen,49.5,2011,1,7,10,False,Medium
C540417,20726,LUNCH BAG WOODLAND,100.0,2011-01-07 10:56:00,1.65,13680,United Kingdom,True,Kitchen,66.0,2011,1,7,10,False,Medium
C540417,20725,LUNCH BAG RED RETROSPOT,100.0,2011-01-07 10:56:00,1.45,13680,United Kingdom,True,Kitchen,145.0,2011,1,7,10,False,High
C540417,20719,WOODLAND CHARLOTTE BAG,100.0,2011-01-07 10:56:00,0.85,13680,United Kingdom,True,Accessories,25.5,2011,1,7,10,False,Medium
C540417,20713,JUMBO BAG OWLS,10.0,2011-01-07 10:56:00,1.95,13680,United Kingdom,True,Accessories,19.5,2011,1,7,10,False,Medium
C540417,20712,JUMBO BAG WOODLAND ANIMALS,100.0,2011-01-07 10:56:00,1.95,13680,United Kingdom,True,Accessories,58.5,2011,1,7,10,False,Medium
C540417,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100.0,2011-01-07 10:56:00,1.95,13680,United Kingdom,True,Accessories,58.5,2011,1,7,10,False,Medium
C540417,85099B,JUMBO BAG RED RETROSPOT,100.0,2011-01-07 10:56:00,1.65,13680,United Kingdom,True,Accessories,165.0,2011,1,7,10,False,High
C540417,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,24.0,2011-01-07 10:56:00,3.75,13680,United Kingdom,True,Decor,90.0,2011,1,7,10,False,Medium
C540417,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,24.0,2011-01-07 10:56:00,3.75,13680,United Kingdom,True,Decor,90.0,2011,1,7,10,False,Medium
C540417,84991,60 TEATIME FAIRY CAKE CASES,24.0,2011-01-07 10:56:00,0.55,13680,United Kingdom,True,Kitchen,13.200000000000001,2011,1,7,10,False,Medium
C540470,85159B,"WHITE TEA,COFFEE,SUGAR JARS",2.0,2011-01-07 14:09:00,5.72,14505,United Kingdom,True,Kitchen,11.44,2011,1,7,14,False,Medium
C540503,22184,CAKE STAND VICTORIAN FILIGREE LARGE,1.0,2011-01-09 10:59:00,8.5,13668,United Kingdom,True,Kitchen,8.5,2011,1,9,10,True,Low
C540503,22158,3 HEARTS HANGING DECORATION RUSTIC,1.0,2011-01-09 10:59:00,2.95,13668,United Kingdom,True,Decor,2.95,2011,1,9,10,True,Low
C540503,21586,KINGS CHOICE GIANT TUBE MATCHES,1.0,2011-01-09 10:59:00,2.55,13668,United Kingdom,True,Other,2.55,2011,1,9,10,True,Low
C540527,21056,DOCTOR'S BAG SOFT TOY,1.0,2011-01-09 13:42:00,8.95,14606,United Kingdom,True,Accessories,8.95,2011,1,9,13,True,Low
C540527,20772,GARDEN PATH JOURNAL,1.0,2011-01-09 13:42:00,2.55,14606,United Kingdom,True,Other,2.55,2011,1,9,13,True,Low
C540535,85023C,PINK LARGE JEWELED PHOTOFRAME,1.0,2011-01-09 14:17:00,2.55,15005,United Kingdom,True,Other,2.55,2011,1,9,14,True,Low
