CustomerID,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,RFM_Score,Segment
13029.0,31,3,1205.8,3,3,4,10,Champion
13030.0,11,2,305.6,4,2,2,8,Loyal
13032.0,39,3,697.18,3,3,3,9,Loyal
13033.0,357,1,115.2,1,1,1,3,Hibernating
13034.0,55,2,398.65,2,2,3,7,Potential Loyalist
13035.0,58,3,414.8,2,3,3,8,Loyal
13037.0,138,3,586.6,2,3,3,8,Loyal
13038.0,80,3,654.2,2,3,3,8,Loyal
13040.0,9,2,295.98,4,2,2,8,Loyal
13043.0,273,1,180.8,1,1,2,4,At Risk
13044.0,291,1,151.65,1,1,2,4,At Risk
13045.0,99,1,200.1,2,1,2,5,At Risk
13046.0,31,2,302.02,3,2,2,7,Potential Loyalist
13047.0,46,13,1548.22,3,4,4,11,Champion
13048.0,14,4,1566.4,4,3,4,11,Champion
13049.0,64,2,433.68,2,2,3,7,Potential Loyalist
13050.0,9,22,2865.16,4,4,4,12,Champion
13052.0,212,1,279.35,1,1,2,4,At Risk
13055.0,64,4,547.2,2,3,3,8,Loyal
13058.0,25,2,158.45,3,2,2,7,Potential Loyalist
13059.0,250,1,151.20000000000002,1,1,2,4,At Risk
13060.0,254,1,163.20000000000002,1,1,2,4,At Risk
13061.0,72,1,161.01,2,1,2,5,At Risk
13062.0,191,1,168.9,1,1,2,4,At Risk
13064.0,13,4,374.12,4,3,3,10,Champion
13065.0,373,1,109.3,1,1,1,3,Hibernating
13066.0,24,2,256.96,3,2,2,7,Potential Loyalist
13067.0,82,1,76.16,2,1,1,4,At Risk
13068.0,10,2,344.0,4,2,3,9,Loyal
13069.0,1,22,1451.7,4,4,4,12,Champion
13070.0,192,1,208.0,1,1,2,4,At Risk
13072.0,267,1,124.05000000000001,1,1,1,3,Hibernating
13075.0,130,1,765.53,2,1,3,6,Potential Loyalist
13077.0,1,3,335.83,4,3,3,10,Champion
13078.0,9,23,2818.16,4,4,4,12,Champion
13080.0,179,1,38.4,1,1,1,3,Hibernating
13081.0,1,17,13850.289999999999,4,4,4,12,Champion
13082.0,157,4,285.6,1,3,2,6,Potential Loyalist
13083.0,4,2,90.96000000000001,4,2,1,7,Potential Loyalist
13085.0,158,3,94.19999999999999,1,3,1,5,At Risk
13089.0,3,92,29389.4,4,4,4,12,Champion
13090.0,9,14,3981.61,4,4,4,12,Champion
13091.0,28,1,32.94,3,1,1,5,At Risk
13092.0,227,3,131.0,1,3,1,5,At Risk
13093.0,267,12,5029.78,1,4,4,9,Loyal
13094.0,183,5,311.94,1,3,3,7,Potential Loyalist
13097.0,33,11,1136.76,3,4,4,11,Champion
13098.0,1,38,16985.05,4,4,4,12,Champion
13101.0,234,1,8.4,1,1,1,3,Hibernating
13102.0,1,24,2490.57,4,4,4,12,Champion
13103.0,40,1,117.0,3,1,1,5,At Risk
13104.0,3,3,263.4,4,3,2,9,Loyal
13106.0,129,2,93.5,2,2,1,5,At Risk
13107.0,86,3,530.98,2,3,3,8,Loyal
13108.0,373,1,168.6,1,1,2,4,At Risk
13109.0,60,3,213.6,2,3,2,7,Potential Loyalist
13110.0,31,7,918.94,3,4,4,11,Champion
13113.0,1,34,5854.47,4,4,4,12,Champion
13115.0,9,10,977.89,4,4,4,12,Champion
13116.0,117,2,336.7,2,2,3,7,Potential Loyalist
13117.0,22,7,388.31,3,4,3,10,Champion
13118.0,20,4,656.14,3,3,3,9,Loyal
13121.0,269,2,118.95,1,2,1,4,At Risk
13122.0,94,2,437.13,2,2,3,7,Potential Loyalist
13124.0,90,3,1873.3799999999999,2,3,4,9,Loyal
13126.0,5,8,1057.04,4,4,4,12,Champion
13127.0,78,1,141.62,2,1,2,5,At Risk
13130.0,94,1,39.0,2,1,1,4,At Risk
13131.0,23,4,621.0,3,3,3,9,Loyal
13133.0,274,2,60.15,1,2,1,4,At Risk
13134.0,86,6,1032.21,2,4,4,10,Champion
13136.0,50,10,1445.8,3,4,4,11,Champion
13137.0,11,8,1844.52,4,4,4,12,Champion
13138.0,22,6,382.8,3,4,3,10,Champion
13139.0,16,8,3230.3,4,4,4,12,Champion
13140.0,108,3,313.79,2,3,3,8,Loyal
13141.0,85,6,1298.66,2,4,4,10,Champion
13142.0,19,1,114.0,3,1,1,5,At Risk
13144.0,333,1,110.95,1,1,1,3,Hibernating
13145.0,92,1,45.0,2,1,1,4,At Risk
13146.0,26,1,118.23,3,1,1,5,At Risk
13148.0,29,16,1388.03,3,4,4,11,Champion
13149.0,14,4,785.38,4,3,3,10,Champion
13151.0,203,2,452.6,1,2,3,6,Potential Loyalist
13153.0,6,1,446.40000000000003,4,1,3,8,Loyal
13155.0,33,4,247.32,3,3,2,8,Loyal
13157.0,49,5,1119.07,3,3,4,10,Champion
13158.0,95,4,709.74,2,3,3,8,Loyal
13159.0,9,4,474.06,4,3,3,10,Champion
13160.0,22,1,30.9,3,1,1,5,At Risk
13161.0,313,1,23.6,1,1,1,3,Hibernating
13162.0,122,5,879.25,2,3,4,9,Loyal
13165.0,46,2,624.64,3,2,3,8,Loyal
13166.0,283,1,266.9,1,1,2,4,At Risk
13167.0,19,4,184.64000000000001,3,3,2,8,Loyal
13168.0,36,4,665.8100000000001,3,3,3,9,Loyal
13169.0,64,2,141.68,2,2,2,6,Potential Loyalist
13170.0,27,1,35.63,3,1,1,5,At Risk
13171.0,22,3,178.91,3,3,2,8,Loyal
13173.0,4,2,97.97,4,2,1,7,Potential Loyalist
13174.0,16,3,1414.96,4,3,4,11,Champion
13176.0,46,1,178.94,3,1,2,6,Potential Loyalist
13177.0,65,1,72.6,2,1,1,4,At Risk
13178.0,26,11,4071.11,3,4,4,11,Champion
13182.0,45,1,25.5,3,1,1,5,At Risk
13183.0,101,1,23.85,2,1,1,4,At Risk
13184.0,15,12,1002.39,4,4,4,12,Champion
13186.0,40,3,649.5,3,3,3,9,Loyal
13187.0,337,1,67.05,1,1,1,3,Hibernating
13188.0,11,1,99.6,4,1,1,6,Potential Loyalist
13189.0,19,2,104.52,3,2,1,6,Potential Loyalist
13192.0,95,2,368.3,2,2,3,7,Potential Loyalist
13193.0,61,1,50.2,2,1,1,4,At Risk
13194.0,136,1,26.700000000000003,2,1,1,4,At Risk
13196.0,11,4,678.39,4,3,3,10,Champion
13198.0,10,8,1606.68,4,4,4,12,Champion
13199.0,4,24,2111.96,4,4,4,12,Champion
13200.0,19,4,328.95,3,3,3,9,Loyal
13203.0,10,4,398.77,4,3,3,10,Champion
13208.0,59,5,671.42,2,3,3,8,Loyal
13209.0,30,8,2522.01,3,4,4,11,Champion
13210.0,94,1,278.88,2,1,2,5,At Risk
13211.0,10,3,638.53,4,3,3,10,Champion
13212.0,20,3,196.54,3,3,2,8,Loyal
13213.0,57,4,625.0,2,3,3,8,Loyal
13216.0,268,1,148.74,1,1,2,4,At Risk
13217.0,122,3,845.94,2,3,4,9,Loyal
13218.0,127,1,15.0,2,1,1,4,At Risk
13220.0,78,2,301.04,2,2,2,6,Potential Loyalist
13221.0,240,2,234.75,1,2,2,5,At Risk
13223.0,200,1,15.0,1,1,1,3,Hibernating
13224.0,60,2,1263.5,2,2,4,8,Loyal
13225.0,3,7,3995.52,4,4,4,12,Champion
13226.0,273,1,43.56,1,1,1,3,Hibernating
13227.0,202,1,175.5,1,1,2,4,At Risk
13228.0,81,1,358.0,2,1,3,6,Potential Loyalist
13229.0,226,1,132.9,1,1,2,4,At Risk
13230.0,4,13,1364.1100000000001,4,4,4,12,Champion
13232.0,13,7,531.21,4,4,3,11,Champion
13233.0,74,2,222.76,2,2,2,6,Potential Loyalist
13235.0,212,1,456.07,1,1,3,5,At Risk
13236.0,25,3,385.68,3,3,3,9,Loyal
13238.0,11,5,595.2,4,3,3,10,Champion
13239.0,262,1,222.1,1,1,2,4,At Risk
13240.0,96,4,127.78999999999999,2,3,1,6,Potential Loyalist
13242.0,112,3,270.40000000000003,2,3,2,7,Potential Loyalist
13243.0,203,1,245.72,1,1,2,4,At Risk
13244.0,93,1,67.85,2,1,1,4,At Risk
13245.0,51,1,185.05,2,1,2,5,At Risk
13246.0,18,7,1291.32,4,4,4,12,Champion
13247.0,18,4,398.22,4,3,3,10,Champion
13248.0,125,2,307.66,2,2,2,6,Potential Loyalist
13249.0,92,3,346.96999999999997,2,3,3,8,Loyal
13253.0,157,2,560.24,1,2,3,6,Potential Loyalist
13255.0,4,3,124.16000000000001,4,3,1,8,Loyal
13258.0,12,3,543.76,4,3,3,10,Champion
13259.0,62,1,116.9,2,1,1,4,At Risk
13260.0,61,1,495.1,2,1,3,6,Potential Loyalist
13261.0,286,1,542.1,1,1,3,5,At Risk
13262.0,263,1,17.700000000000003,1,1,1,3,Hibernating
13263.0,1,32,3298.3,4,4,4,12,Champion
13265.0,53,5,667.67,2,3,3,8,Loyal
13266.0,11,14,1217.6,4,4,4,12,Champion
13267.0,3,22,1661.8600000000001,4,4,4,12,Champion
13268.0,18,14,952.82,4,4,4,12,Champion
13269.0,1,14,2115.52,4,4,4,12,Champion
13271.0,37,2,129.86,3,2,1,6,Potential Loyalist
13272.0,31,2,214.4,3,2,2,7,Potential Loyalist
13273.0,113,1,44.7,2,1,1,4,At Risk
13276.0,64,2,256.7,2,2,2,6,Potential Loyalist
13277.0,16,3,158.4,4,3,2,9,Loyal
13278.0,41,1,309.3,3,1,2,6,Potential Loyalist
13279.0,64,2,87.2,2,2,1,5,At Risk
13280.0,122,3,491.35,2,3,3,8,Loyal
13282.0,18,4,350.59000000000003,4,3,3,10,Champion
13283.0,60,2,93.66,2,2,1,5,At Risk
13284.0,331,1,138.8,1,1,2,4,At Risk
13285.0,23,4,1678.1200000000001,3,3,4,10,Champion
13291.0,156,1,270.59,1,1,2,4,At Risk
13292.0,39,2,282.75,3,2,2,7,Potential Loyalist
13294.0,190,2,416.8,1,2,3,6,Potential Loyalist
13295.0,360,1,120.80000000000001,1,1,1,3,Hibernating
13296.0,137,1,61.9,2,1,1,4,At Risk
13297.0,8,4,1198.23,4,3,4,11,Champion
13298.0,1,1,360.0,4,1,3,8,Loyal
13299.0,268,1,82.80000000000001,1,1,1,3,Hibernating
13300.0,165,2,214.4,1,2,2,5,At Risk
13301.0,104,4,312.03,2,3,3,8,Loyal
13302.0,155,1,63.75,1,1,1,3,Hibernating
13304.0,351,1,165.07,1,1,2,4,At Risk
13305.0,4,10,1178.39,4,4,4,12,Champion
13307.0,120,1,15.0,2,1,1,4,At Risk
13308.0,23,4,454.49,3,3,3,9,Loyal
13309.0,7,5,746.78,4,3,3,10,Champion
13310.0,9,6,685.1800000000001,4,4,3,11,Champion
13311.0,4,2,80.9,4,2,1,7,Potential Loyalist
13313.0,22,5,984.0600000000001,3,3,4,10,Champion
13314.0,2,4,398.92,4,3,3,10,Champion
13316.0,37,3,1812.19,3,3,4,10,Champion
13317.0,66,8,1375.46,2,4,4,10,Champion
13318.0,6,2,188.5,4,2,2,8,Loyal
13319.0,5,31,5550.150000000001,4,4,4,12,Champion
13320.0,70,6,1133.04,2,4,4,10,Champion
13321.0,86,1,169.56,2,1,2,5,At Risk
13322.0,17,1,68.88,4,1,1,6,Potential Loyalist
13323.0,3,5,787.85,4,3,3,10,Champion
13324.0,32,12,6059.66,3,4,4,11,Champion
13325.0,82,1,537.3,2,1,3,6,Potential Loyalist
13327.0,39,8,2286.86,3,4,4,11,Champion
13328.0,316,1,514.6800000000001,1,1,3,5,At Risk
13329.0,32,4,505.62,3,3,3,9,Loyal
13330.0,93,3,690.23,2,3,3,8,Loyal
13332.0,14,1,135.6,4,1,2,7,Potential Loyalist
13334.0,82,3,1732.53,2,3,4,9,Loyal
13336.0,77,1,319.94,2,1,3,6,Potential Loyalist
13338.0,154,2,205.95,1,2,2,5,At Risk
13339.0,201,1,304.75,1,1,2,4,At Risk
13340.0,45,7,7821.59,3,4,4,11,Champion
13341.0,261,1,404.4,1,1,3,5,At Risk
13343.0,173,2,191.6,1,2,2,5,At Risk
13344.0,68,3,1130.25,2,3,4,9,Loyal
13345.0,277,2,207.7,1,2,2,5,At Risk
13347.0,70,1,118.80000000000001,2,1,1,4,At Risk
13348.0,64,1,192.60000000000002,2,1,2,5,At Risk
13349.0,11,1,61.239999999999995,4,1,1,6,Potential Loyalist
13350.0,16,3,484.65000000000003,4,3,3,10,Champion
13351.0,66,1,121.09,2,1,1,4,At Risk
13352.0,8,2,162.57,4,2,2,8,Loyal
13354.0,71,1,247.03,2,1,2,5,At Risk
13355.0,122,1,497.4,2,1,3,6,Potential Loyalist
13356.0,80,1,536.85,2,1,3,6,Potential Loyalist
13357.0,257,1,238.83,1,1,2,4,At Risk
13358.0,269,1,100.75,1,1,1,3,Hibernating
13359.0,64,1,349.66,2,1,3,6,Potential Loyalist
13362.0,3,5,1604.2,4,3,4,11,Champion
13363.0,18,2,368.57,4,2,3,9,Loyal
13364.0,67,2,30.0,2,2,1,5,At Risk
13365.0,34,2,1088.2,3,2,4,9,Loyal
13368.0,257,2,255.33,1,2,2,5,At Risk
13369.0,354,2,234.01000000000002,1,2,2,5,At Risk
13370.0,366,2,303.65000000000003,1,2,2,5,At Risk
13372.0,90,1,144.42,2,1,2,5,At Risk
13373.0,61,3,1538.51,2,3,4,9,Loyal
13375.0,89,1,467.57,2,1,3,6,Potential Loyalist
13376.0,99,3,561.1,2,3,3,8,Loyal
13379.0,26,3,294.44,3,3,2,8,Loyal
13381.0,21,7,1406.03,3,4,4,11,Champion
13382.0,281,1,33.6,1,1,1,3,Hibernating
13384.0,31,7,2329.53,3,4,4,11,Champion
13385.0,330,1,202.5,1,1,2,4,At Risk
13388.0,131,2,318.2,2,2,3,7,Potential Loyalist
13389.0,11,3,371.57,4,3,3,10,Champion
13390.0,75,1,34.68,2,1,1,4,At Risk
13391.0,204,1,59.8,1,1,1,3,Hibernating
13394.0,2,9,1144.73,4,4,4,12,Champion
13395.0,185,1,137.2,1,1,2,4,At Risk
13396.0,22,4,578.77,3,3,3,9,Loyal
13397.0,73,5,927.14,2,3,4,9,Loyal
13398.0,192,1,197.42,1,1,2,4,At Risk
13402.0,127,2,336.06,2,2,3,7,Potential Loyalist
13404.0,1,2,252.49,4,2,2,8,Loyal
13405.0,204,2,58.65,1,2,1,4,At Risk
13408.0,2,62,16056.62,4,4,4,12,Champion
13410.0,24,4,462.06,3,3,3,9,Loyal
13411.0,107,1,140.9,2,1,2,5,At Risk
13414.0,134,1,194.52,2,1,2,5,At Risk
13416.0,44,2,576.5,3,2,3,8,Loyal
13417.0,5,2,234.15,4,2,2,8,Loyal
13418.0,12,20,1249.82,4,4,4,12,Champion
13419.0,64,1,70.76,2,1,1,4,At Risk
13420.0,135,4,124.35,2,3,1,6,Potential Loyalist
13421.0,40,3,907.87,3,3,4,10,Champion
13422.0,51,2,1487.13,2,2,4,8,Loyal
13425.0,108,3,872.94,2,3,4,9,Loyal
13426.0,1,11,1971.99,4,4,4,12,Champion
13427.0,19,3,404.18,3,3,3,9,Loyal
13428.0,10,1,71.98,4,1,1,6,Potential Loyalist
13429.0,11,4,643.52,4,3,3,10,Champion
13430.0,19,3,387.17,3,3,3,9,Loyal
13431.0,67,2,640.84,2,2,3,7,Potential Loyalist
13435.0,5,7,1197.68,4,4,4,12,Champion
13436.0,2,1,41.3,4,1,1,6,Potential Loyalist
13437.0,14,7,1960.72,4,4,4,12,Champion
13439.0,255,1,112.42,1,1,1,3,Hibernating
13441.0,92,1,150.72,2,1,2,5,At Risk
13447.0,23,4,699.3100000000001,3,3,3,9,Loyal
13448.0,17,9,1481.0,4,4,4,12,Champion
13449.0,24,1,145.95000000000002,3,1,2,6,Potential Loyalist
13450.0,27,6,874.02,3,4,4,11,Champion
13451.0,26,5,1406.67,3,3,4,10,Champion
13453.0,166,2,180.7,1,2,2,5,At Risk
13455.0,25,3,495.58,3,3,3,9,Loyal
13456.0,18,6,568.39,4,4,3,11,Champion
13458.0,7,17,5707.400000000001,4,4,4,12,Champion
13460.0,29,2,71.28,3,2,1,6,Potential Loyalist
13461.0,39,3,1221.8,3,3,4,10,Champion
13462.0,183,2,72.45,1,2,1,4,At Risk
13464.0,58,1,389.83,2,1,3,6,Potential Loyalist
13466.0,100,2,55.349999999999994,2,2,1,5,At Risk
13467.0,11,2,524.91,4,2,3,9,Loyal
13468.0,2,39,3341.73,4,4,4,12,Champion
13470.0,99,2,165.0,2,2,2,6,Potential Loyalist
13471.0,1,4,1306.14,4,3,4,11,Champion
13473.0,61,2,143.14,2,2,2,6,Potential Loyalist
13474.0,236,1,143.89,1,1,2,4,At Risk
13475.0,191,4,872.12,1,3,4,8,Loyal
13476.0,179,3,456.4,1,3,3,7,Potential Loyalist
13477.0,38,7,342.12,3,4,3,10,Champion
13479.0,198,3,243.8,1,3,2,6,Potential Loyalist
13481.0,46,6,1014.07,3,4,4,11,Champion
13482.0,232,1,67.05,1,1,1,3,Hibernating
13483.0,66,1,10.2,2,1,1,4,At Risk
13484.0,241,1,313.8,1,1,3,5,At Risk
13485.0,233,1,156.7,1,1,2,4,At Risk
13486.0,78,3,580.54,2,3,3,8,Loyal
13487.0,58,3,478.95000000000005,2,3,3,8,Loyal
13488.0,17,16,4420.45,4,4,4,12,Champion
13489.0,105,2,68.4,2,2,1,5,At Risk
13491.0,52,10,609.08,2,4,3,9,Loyal
13492.0,136,3,1064.84,2,3,4,9,Loyal
13493.0,287,1,40.35,1,1,1,3,Hibernating
13494.0,312,1,91.26,1,1,1,3,Hibernating
13495.0,8,6,1562.79,4,4,4,12,Champion
13496.0,11,3,362.2,4,3,3,10,Champion
13497.0,283,3,193.4,1,3,2,6,Potential Loyalist
13499.0,18,7,893.62,4,4,4,12,Champion
13500.0,23,4,635.2,3,3,3,9,Loyal
13501.0,288,1,889.59,1,1,4,6,Potential Loyalist
13502.0,17,2,128.52,4,2,1,7,Potential Loyalist
13503.0,71,1,56.9,2,1,1,4,At Risk
13504.0,64,1,167.62,2,1,2,5,At Risk
13505.0,68,8,1549.3700000000001,2,4,4,10,Champion
13506.0,312,3,231.2,1,3,2,6,Potential Loyalist
13507.0,3,4,1074.44,4,3,4,11,Champion
13508.0,244,1,31.8,1,1,1,3,Hibernating
13509.0,254,2,139.07999999999998,1,2,2,5,At Risk
13510.0,1,4,968.65,4,3,4,11,Champion
13512.0,261,1,63.5,1,1,1,3,Hibernating
13513.0,127,1,117.30000000000001,2,1,1,4,At Risk
13514.0,74,1,81.4,2,1,1,4,At Risk
13515.0,73,4,569.94,2,3,3,8,Loyal
13516.0,21,3,551.36,3,3,3,9,Loyal
13517.0,60,4,1394.98,2,3,4,9,Loyal
13518.0,86,1,275.14,2,1,2,5,At Risk
13519.0,78,1,43.25,2,1,1,4,At Risk
13520.0,59,6,1274.8400000000001,2,4,4,10,Champion
13521.0,1,3,482.38,4,3,3,10,Champion
13522.0,30,1,87.4,3,1,1,5,At Risk
13523.0,33,6,1317.76,3,4,4,11,Champion
13524.0,41,5,503.98,3,3,3,9,Loyal
13527.0,34,8,1077.96,3,4,4,11,Champion
13529.0,205,1,118.2,1,1,1,3,Hibernating
13531.0,205,2,412.25,1,2,3,6,Potential Loyalist
13532.0,34,1,66.59,3,1,1,5,At Risk
13533.0,183,3,146.97,1,3,2,6,Potential Loyalist
13534.0,2,40,5478.04,4,4,4,12,Champion
13536.0,1,7,2351.92,4,4,4,12,Champion
13538.0,43,7,1263.0,3,4,4,11,Champion
13539.0,86,3,374.35,2,3,3,8,Loyal
13544.0,40,2,116.76,3,2,1,6,Potential Loyalist
13546.0,12,3,281.18,4,3,2,9,Loyal
13548.0,96,2,379.4,2,2,3,7,Potential Loyalist
13549.0,26,8,608.13,3,4,3,10,Champion
13552.0,66,15,2424.42,2,4,4,10,Champion
13555.0,74,4,2550.43,2,3,4,9,Loyal
13557.0,28,2,371.36,3,2,3,8,Loyal
13558.0,6,4,368.9,4,3,3,10,Champion
13560.0,7,1,70.85000000000001,4,1,1,6,Potential Loyalist
13561.0,216,1,97.73999999999998,1,1,1,3,Hibernating
13562.0,82,3,1399.82,2,3,4,9,Loyal
13563.0,84,2,370.42,2,2,3,7,Potential Loyalist
13564.0,354,2,441.51,1,2,3,6,Potential Loyalist
13565.0,19,2,122.93,3,2,1,6,Potential Loyalist
13566.0,41,2,582.0600000000001,3,2,3,8,Loyal
13568.0,173,1,64.0,1,1,1,3,Hibernating
13569.0,17,2,148.03,4,2,2,8,Loyal
13570.0,243,1,71.37,1,1,1,3,Hibernating
13571.0,13,12,1335.73,4,4,4,12,Champion
13572.0,206,1,886.77,1,1,4,6,Potential Loyalist
13573.0,50,2,107.03999999999999,3,2,1,6,Potential Loyalist
13575.0,23,5,498.97,3,3,3,9,Loyal
13576.0,10,13,472.83,4,4,3,11,Champion
13577.0,25,5,1225.4,3,3,4,10,Champion
13579.0,15,2,348.85,4,2,3,9,Loyal
13581.0,309,1,51.35000000000001,1,1,1,3,Hibernating
13583.0,156,1,394.71,1,1,3,5,At Risk
13584.0,307,1,32.6,1,1,1,3,Hibernating
13587.0,32,3,1034.6,3,3,4,10,Champion
13588.0,16,8,721.9200000000001,4,4,3,11,Champion
13589.0,15,2,268.0,4,2,2,8,Loyal
13590.0,11,7,1162.96,4,4,4,12,Champion
13591.0,65,3,756.2,2,3,3,8,Loyal
13592.0,36,4,101.35,3,3,1,7,Potential Loyalist
13593.0,108,5,869.35,2,3,4,9,Loyal
13594.0,53,1,221.19,2,1,2,5,At Risk
13596.0,6,2,252.55,4,2,2,8,Loyal
13598.0,47,2,126.36,3,2,1,6,Potential Loyalist
13599.0,1,21,2461.39,4,4,4,12,Champion
13600.0,312,1,42.8,1,1,1,3,Hibernating
13601.0,45,2,376.71,3,2,3,8,Loyal
13602.0,65,1,232.79,2,1,2,5,At Risk
13603.0,26,1,69.05,3,1,1,5,At Risk
13606.0,29,3,112.9,3,3,1,7,Potential Loyalist
13607.0,40,1,411.77,3,1,3,7,Potential Loyalist
13610.0,12,8,487.23,4,4,3,11,Champion
13611.0,89,3,362.15000000000003,2,3,3,8,Loyal
13614.0,24,4,597.9,3,3,3,9,Loyal
13615.0,319,1,154.05,1,1,2,4,At Risk
13617.0,40,3,116.67,3,3,1,7,Potential Loyalist
13618.0,174,1,116.14,1,1,1,3,Hibernating
13621.0,117,1,22.77,2,1,1,4,At Risk
13623.0,31,7,251.77,3,4,2,9,Loyal
13626.0,253,1,114.95,1,1,1,3,Hibernating
13627.0,59,7,864.14,2,4,4,10,Champion
13629.0,23,11,7539.31,3,4,4,11,Champion
13630.0,5,7,270.39,4,4,2,10,Champion
13631.0,178,4,380.0,1,3,3,7,Potential Loyalist
13632.0,25,6,1096.8600000000001,3,4,4,11,Champion
13634.0,33,5,1037.24,3,3,4,10,Champion
13635.0,68,1,423.11,2,1,3,6,Potential Loyalist
13636.0,37,6,626.48,3,4,3,10,Champion
13637.0,52,3,485.36,2,3,3,8,Loyal
13638.0,16,1,110.03999999999999,4,1,1,6,Potential Loyalist
13639.0,74,1,602.66,2,1,3,6,Potential Loyalist
13642.0,216,1,113.58,1,1,1,3,Hibernating
13643.0,31,3,384.84000000000003,3,3,3,9,Loyal
13644.0,16,4,1195.28,4,3,4,11,Champion
13647.0,10,4,733.58,4,3,3,10,Champion
13649.0,257,2,221.25,1,2,2,5,At Risk
13650.0,17,7,1168.08,4,4,4,12,Champion
13651.0,40,1,15.9,3,1,1,5,At Risk
13652.0,46,3,475.11,3,3,3,9,Loyal
13654.0,43,5,1276.45,3,3,4,10,Champion
13655.0,114,2,392.46999999999997,2,2,3,7,Potential Loyalist
13656.0,165,2,225.52,1,2,2,5,At Risk
13657.0,11,2,96.0,4,2,1,7,Potential Loyalist
13658.0,10,6,1789.43,4,4,4,12,Champion
13659.0,197,3,670.73,1,3,3,7,Potential Loyalist
13662.0,86,6,477.65999999999997,2,4,3,9,Loyal
13663.0,179,1,54.02,1,1,1,3,Hibernating
13666.0,60,1,18.95,2,1,1,4,At Risk
13667.0,149,1,52.97,1,1,1,3,Hibernating
13668.0,3,27,2530.43,4,4,4,12,Champion
13669.0,150,1,48.150000000000006,1,1,1,3,Hibernating
13670.0,75,1,231.92000000000002,2,1,2,5,At Risk
13672.0,301,5,89.1,1,3,1,5,At Risk
13673.0,19,2,222.51,3,2,2,7,Potential Loyalist
13675.0,151,2,211.9,1,2,2,5,At Risk
13678.0,152,1,17.28,1,1,1,3,Hibernating
13680.0,1,5,3581.28,4,3,4,11,Champion
13681.0,18,4,540.6800000000001,4,3,3,10,Champion
13682.0,187,1,42.5,1,1,1,3,Hibernating
13684.0,286,2,21.15,1,2,1,4,At Risk
13685.0,45,3,1226.91,3,3,4,10,Champion
13686.0,183,1,51.0,1,1,1,3,Hibernating
13689.0,63,1,895.0,2,1,4,7,Potential Loyalist
13690.0,59,1,120.80000000000001,2,1,1,4,At Risk
13692.0,25,4,481.69000000000005,3,3,3,9,Loyal
13693.0,325,2,24.799999999999997,1,2,1,4,At Risk
13694.0,4,44,37748.97,4,4,4,12,Champion
13695.0,31,13,1147.92,3,4,4,11,Champion
13697.0,39,1,91.36,3,1,1,5,At Risk
13699.0,155,1,247.98000000000002,1,1,2,4,At Risk
13700.0,26,9,1090.13,3,4,4,11,Champion
13703.0,318,1,99.5,1,1,1,3,Hibernating
13704.0,5,10,1182.26,4,4,4,12,Champion
13705.0,8,2,78.30000000000001,4,2,1,7,Potential Loyalist
13706.0,303,1,97.2,1,1,1,3,Hibernating
13707.0,267,2,283.26,1,2,2,5,At Risk
13708.0,271,1,128.4,1,1,1,3,Hibernating
13709.0,4,15,1977.83,4,4,4,12,Champion
13710.0,32,1,78.47999999999999,3,1,1,5,At Risk
13711.0,219,2,176.4,1,2,2,5,At Risk
13712.0,247,1,27.900000000000002,1,1,1,3,Hibernating
13715.0,281,6,524.85,1,4,3,8,Loyal
13716.0,269,1,54.8,1,1,1,3,Hibernating
13717.0,32,7,853.02,3,4,4,11,Champion
13718.0,246,2,236.55,1,2,2,5,At Risk
13719.0,15,4,438.5,4,3,3,10,Champion
13720.0,117,4,403.1,2,3,3,8,Loyal
13721.0,36,1,295.59000000000003,3,1,2,6,Potential Loyalist
13722.0,120,4,721.78,2,3,3,8,Loyal
13723.0,217,1,76.9,1,1,1,3,Hibernating
13725.0,50,9,928.64,3,4,4,11,Champion
13726.0,39,2,778.46,3,2,3,8,Loyal
13727.0,29,2,149.55,3,2,2,7,Potential Loyalist
13728.0,37,6,736.4,3,4,3,10,Champion
13730.0,136,2,193.2,2,2,2,6,Potential Loyalist
13731.0,219,2,297.4,1,2,2,5,At Risk
13732.0,28,1,200.5,3,1,2,6,Potential Loyalist
13735.0,25,6,922.58,3,4,4,11,Champion
13736.0,5,3,351.99,4,3,3,10,Champion
13737.0,200,1,275.42,1,1,2,4,At Risk
13739.0,18,1,83.4,4,1,1,6,Potential Loyalist
13740.0,241,1,38.81999999999999,1,1,1,3,Hibernating
13741.0,72,4,134.76,2,3,2,7,Potential Loyalist
13742.0,17,12,1002.73,4,4,4,12,Champion
13743.0,3,7,684.0,4,4,3,11,Champion
13744.0,95,2,33.239999999999995,2,2,1,5,At Risk
13745.0,162,1,14.04,1,1,1,3,Hibernating
13748.0,96,5,625.81,2,3,3,8,Loyal
13750.0,54,3,177.0,2,3,2,7,Potential Loyalist
13751.0,288,1,188.6,1,1,2,4,At Risk
13752.0,124,5,322.19,2,3,3,8,Loyal
13753.0,288,1,225.3,1,1,2,4,At Risk
13754.0,152,2,226.5,1,2,2,5,At Risk
13755.0,4,8,879.57,4,4,4,12,Champion
13756.0,2,12,1355.01,4,4,4,12,Champion
13758.0,12,7,2223.72,4,4,4,12,Champion
13759.0,33,2,565.27,3,2,3,8,Loyal
13760.0,54,2,106.32000000000001,2,2,1,5,At Risk
13761.0,50,2,525.05,3,2,3,8,Loyal
